Columbia University	Harold Conklin	Ethnoecology began with some of the early works of Harold Conklin, a cognitive anthropologists who did extensive linguistic and ethnoecological research in Southeast Asia. In his 1954 dissertation ``The Relation of the Hanunoo Culture of the Plant World'' he coined the term ethnoecology when he described his approach as ``ethnoecological''. After earning his PhD he began teaching at Columbia University and continued his research among the Hanunoo. In 1955, Conklin published one of his first ethnoecological studies. His ``Hanunoo Color Categories'' study helped scholars understand the relationship between classification systems and conceptualization of the world within cultures. In this experiment, Conklin soon realized that people in various cultures recognized colors differently because of their unique classification system. Within his results he found that the Hanunoo uses two levels of colors. The first level consists of four basic terms of colors; darkness, lightness, redness, and greenness. The second level was more abstract and consisted of hundreds of color classifications; texture, shininess, and moisture of objects also were used to classify objects. Other anthropologists had a hard time understanding this color classification system because they often applied their own idea of color criteria the Hanunoo's color classifications. Conklin's studies were not only the breakthrough of ethnoecology, but they also helped develop the idea that other cultures conceptualize the world in their own terms, and helped to reduce ethnocentric views of those in western cultures. Other scholars such as Berlin, Breedlove, and Raven endeavored to learn more about other systems of environment classifications and to compare them to Western scientific taxonomies.	, a cognitive anthropologists who did extensive linguistic and ethnoecological research in Southeast Asia. In his 1954 dissertation ``The Relation of the Hanunoo Culture of the Plant World'' he coined the term ethnoecology when he described his approach as ``ethnoecological''. After earning his PhD he began teaching at 	no
High School of Performing Arts	Ruth Gerson	A native of New York City, Ruth Gerson grew up on on the Upper West Side, the daughter of Michael and Cheryl Gerson. She was a student at the High School of Performing Arts and studied Jewish existentialism at Princeton University, graduating Magna Cum Laude.	 grew up on on the Upper West Side, the daughter of Michael and Cheryl Gerson. She was a student at the 	no
Oberlin College	John Milton Yinger	John Milton Yinger (July 6, 1916 -- July 28, 2011) was an American sociologist who was president of the American Sociological Association 1976-1977. Yinger received his Ph.D. from the University of Wisconsin, Madison, in 1942, and was Emeritus Professor of Sociology at Oberlin College.	 (July 6, 1916 -- July 28, 2011) was an American sociologist who was president of the American Sociological Association 1976-1977. Yinger received his Ph.D. from the University of Wisconsin, Madison, in 1942, and was Emeritus Professor of Sociology at 	no
Jesus College, Oxford	John Lloyd	Lloyd, born to a family from Llanstephan, Carmarthenshire, was educated at Jesus College, Oxford. He matriculated in 1758, and obtained a Bachelor of Arts degree in 1762, and Bachelor of Divinity degree in 1772. E. G. Hardy, in his history of the college (1899) records a ``John Lloyd, Carm.'' as being a Fellow of the college between 1765 and 1773, thought to correspond to this John Lloyd. Lloyd would also appear to have become a corresponding member of the Honourable Society of Cymmrodorion in 1762. In 1773, he became vicar of Holywell, in Flintshire, North Wales, becoming vicar of Cilcain in 1782. His date of death is uncertain, but no successor was appointed before 1807.	. He matriculated in 1758, and obtained a Bachelor of Arts degree in 1762, and Bachelor of Divinity degree in 1772. E. G. Hardy, in his history of the college (1899) records a ``	yes
Newtown High School of the Performing Arts	Zane Banks	Zane Banks was born in 1986 and both his parents are music teachers. He attended Newtown High School of the Performing Arts.	 was born in 1986 and both his parents are music teachers. He attended 	yes
Brown University	Abraham	Frank was born in Montville, Connecticut, to a Jewish family. His father and mother were Abraham and Sarah Frank. He grew up in Norwich, Connecticut and graduated from the Norwich Free Academy in 1937. He attended Brown University (class of 1942) but left because he could only afford one year of tuition. He later made enormous gifts to the university to ensure that no student would ever be forced to leave Brown because of inability to pay tuition. Brown University named its new Life Sciences building (its largest capital project up to date) after Sidney Frank, the single most generous donor in the University's history. During World War II, Frank worked for Pratt and Whitney as an aircraft engine mechanic in the South Pacific.	 and Sarah Frank. He grew up in Norwich, Connecticut and graduated from the Norwich Free Academy in 1937. He attended 	yes
Cairo University	Helmut Satzinger	Helmut Satzinger (born January 21, 1938, in Linz) is an Austrian Egyptologist and Coptologist. He studied Egyptology, Arabic Philology and African Languages at the University of Vienna and, for 1 year, at Cairo University. Immediately after obtaining his PhD degree in 1964, he became commissioned to catalogue and publish Coptic papyri in the West Berlin section of the Egyptian Museum of Berlin.	 (born January 21, 1938, in Linz) is an Austrian Egyptologist and Coptologist. He studied Egyptology, Arabic Philology and African Languages at the University of Vienna and, for 1 year, at 	no
Royal Danish Academy of Fine Arts	Gustav Bartholin Hagen	Gustav Bartholin Hagen was born on 12 February 1873 in Copenhagen, the son of Sophus Hagen, a composer and music editor, and Serine Johanne Frederikke Klingsey. He completed a mason's apprenticeship in 1894 before attending a technical school to prepare for the Art Academy. In 1897 he was admitted to the Royal Danish Academy of Fine Arts where he studied under Hack Kamopmann among others. After graduating in 1906, he received a travel scholarship and went to northern Italy the following year.	 was born on 12 February 1873 in Copenhagen, the son of Sophus Hagen, a composer and music editor, and Serine Johanne Frederikke Klingsey. He completed a mason's apprenticeship in 1894 before attending a technical school to prepare for the Art Academy. In 1897 he was admitted to the 	no
University of Iowa	Elwood Murray	Elwood Murray was born in 1897 and raised on a farm near Hastings, Nebraska. He obtained a B.A. degree in 1922 from Hastings College, with majors in English and American History and received his M.A. in 1924 in Education and Speech at the University of Iowa and Ph.D. in Speech and Psychology from the University of Iowa in 1931.	 was born in 1897 and raised on a farm near Hastings, Nebraska. He obtained a B.A. degree in 1922 from Hastings College, with majors in English and American History and received his M.A. in 1924 in Education and Speech at the 	no
Eton College	Alexander Chancellor	Alexander Chancellor (born 4 January 1940) is a British journalist. He was educated at Eton College and Trinity Hall, Cambridge. He was the editor of the conservative Spectator magazine from 1975 to 1984, and now contributes a weekly column in The Guardian, published in the ``Weekend'' supplement each Saturday. In 1993 he spent a year in America working as an editor at The New Yorker magazine, where he oversaw the ``Talk of the town'' section. This experience was the basis of a memoir, Some Times in America, which was published in both the UK and the US. He lives in Northamptonshire, and is the father of British model Cecilia Chancellor and the uncle of British actress Anna Chancellor.	 (born 4 January 1940) is a British journalist. He was educated at 	yes
Marymount High School	Julianne Michelle	Julianne Michelle was born in New Jersey in 1987 and lived in New York. She lived as a child in Manhattan, Beverly Hills, and Las Vegas, and was homeschooled. She attended Marymount High School in Manhattan and Columbia College and received a B.A. from Marymount Manhattan College with a 3.8 average, and a Certificate in Financial Management from Cornell University.	 was born in New Jersey in 1987 and lived in New York. She lived as a child in Manhattan, Beverly Hills, and Las Vegas, and was homeschooled. She attended 	yes
Oberlin College	Emma Howell	His daughter, Emma Howell, was an aspiring poet and student at Oberlin College who died at age 20 in June 2001. Her family published her poems posthumously in a volume titled Slim Night of Recognition. http://www.oberlin.edu/news-info/07sep/howell.html	, was an aspiring poet and student at 	no
Katholieke Universiteit Leuven	Patrick Callaerts	Patrick Callaerts obtained a PhD from the Katholieke Universiteit Leuven in 1992. He did a Postdoc at the Biozentrum of University of Basel in Switzerland from 1992 until 1997. He was Assistant Professor at the University of Houston in Houston, Texas USA from 1997 until 2003 and 2004 until 2004. He is VIB Group leader since 2004.	 obtained a PhD from the 	no
Rugby School	Llwyn	John Marshall Dugdale was born at Irwell Bank, Eccles, on 15 October 1851 and later baptised at Eccles on 1 January 1852. He was the son of John Dugdale, Esq. of 9, Hyde park gardens, London. and Llwyn, Llanfyllin, County Montgomery. He attended Rugby School and Brasenose College, Oxford where he received his B.A.	, Llanfyllin, County Montgomery. He attended 	yes
University of Southern California	Kyle Eastwood	Kyle Eastwood (born May 19, 1968) is an American jazz musician. He studied film at the University of Southern California for two years before embarking on a music career. After becoming a session player in the early '90s and leading his own quartet, he released his first solo album, From There to Here, in 1998. His most recent album, Metropolitan, was released 2 June 2009 by Rendezvous. Eastwood plays acoustic and electric as well as double bass. He is the son of filmmaker and actor Clint Eastwood.	 (born May 19, 1968) is an American jazz musician. He studied film at the 	no
Louisburg College	Travis Cherry	Travis Cherry graduated from Enloe High School in Raleigh, North Carolina. He also attended Louisburg College and St. Augustine's College (Raleigh).	 graduated from Enloe High School in Raleigh, North Carolina. He also attended 	yes
St. Joseph High School	Luke Schenn	Armstrong grew up in Saskatoon, Saskatchewan in the city's northeastern neighborhood of Erindale, where he continues to live in the off-season. He played youth hockey with the Saskatoon Red Wings and the Saskatoon Blazers. Additionally, as a child he was a figure-skater. He, along with Los Angeles Kings forward Jarret Stoll, Philadelphia Flyers forward Brayden Schenn and Toronto Maple Leafs teammate Luke Schenn, attended St. Joseph High School in Saskatoon.	, attended 	yes
University of Marburg	Johann Daniel Mylius	Johann Daniel Mylius (c. 1583-1642) was a composer for the lute, and writer on alchemy. Born at Wetter in Hesse, he went on to study theology and medicine at the University of Marburg. He was the brother-in-law and pupil of Johann Hartmann (1568--1613).	 (c. 1583-1642) was a composer for the lute, and writer on alchemy. Born at Wetter in Hesse, he went on to study theology and medicine at the 	no
Technical University of Denmark	Canuto Kallan	Canuto Kallan is a visual artist, born in Copenhagen, Denmark. He studied painting and printmaking at the Athens School of Fine Arts, Greece. He holds a Master of Science in Engineering from the Technical University of Denmark and is trained as a cabinet-maker(awarded a Silver Medal for Woodworking). Canuto Kallan's art expresses nostalgia for the return to the primal instincts, the liberation from the constraints of reason and the importance of the very act of painting. His paintings are clearly an integrated part of the long tradition of Modernism, but they also reflect the environment in which he lives, in terms of place and time. His landscapes rendered with fragmented surfaces and complementary sharp colours reveal his studies on Paul Cézanne and the Cubists' analytical idiom, as well as mainly on Expressionism, and at the same time exhibit a tender lyricism through their rhythm. Landscapes painted with the aggressive brushstrokes of the Neue Wilden, commenting on reality with a subtle irony. The simplicity of his figures lends them liveliness and a rhythm which excites the viewers' eyes into a constant state of alertness and keeps their interest intact. Canuto Kallan's figures often convey strong messages of demonstration and social criticism and bring the viewer face to face with the harsh side of the contemporary human existence, the unbalanced, violent relation of humans with society, nature and themselves. The distortion of the shapes aims at revealing the essence of the matters and brings to light the corruption which prevails in today's human relations. He attempts, like the politically focused Asger Jorn, co-founder of some of the most important movements of the 20th century, like the CoBrA or Situationism to ground his art in life, having at the same time released it from the dark, demonic mysticism of the north. In Canuto Kallan's works the joy of creation comes to life through his spontaneity and imagination and the free and improvisational way in which he handles the medium. The colour which he handles in a dynamic way: gestural expression soaked by the fierce light of the Mediterranean and the gentleness of the idiosyncrasy of its world. It infiltrates into the unconscious depths of human existence and illuminates hard reality without passion and without destroying the human tinge and measure. Whether seen as a whole or separately, Canuto Kallan's multi-figural compositions create comparisons and cohesions, and obtain a narrative quality, but they also constitute autonomous creations with multiple ``readings''. Allegories and metaphors fuse with emotions that range from jubilation to anguish, transforming the painter's and the viewers personal experience into a universal possession.	 is a visual artist, born in Copenhagen, Denmark. He studied painting and printmaking at the Athens School of Fine Arts, Greece. He holds a Master of Science in Engineering from the 	no
Riga Technical University	Gunnar Birkerts	Gunnar Birkerts was selected as a Fellow of the American Institute of Architects in 1970, and a Fellow of the Latvian Architect Association in 1971. He is the recipient of numerous individual awards including a 1971 fellowship from the Graham Foundation, the Gold Medal of the Michigan Society of Architects in 1980, the Arnold W. Brunner Memorial Prize in Architecture of the American Academy and Institute of Arts and Letters in 1981, and the 1993 Michigan Artist of the Year award. He received an honorary doctorate from Riga Technical University in 1990, the Order of the Three Stars from the Republic of Latvia in 1995 and the Great Medal of the Latvian Academy of Sciences in 2000.	 was selected as a Fellow of the American Institute of Architects in 1970, and a Fellow of the Latvian Architect Association in 1971. He is the recipient of numerous individual awards including a 1971 fellowship from the Graham Foundation, the Gold Medal of the Michigan Society of Architects in 1980, the Arnold W. Brunner Memorial Prize in Architecture of the American Academy and Institute of Arts and Letters in 1981, and the 1993 Michigan Artist of the Year award. He received an honorary doctorate from 	no
Westminster School	Thomas Goffe	Thomas Goffe was born in Essex in 1591. He first studied at Westminster School where he was considered a Queen Scholar. Goffe received a scholarship on 3 November 1609 to attend Christ Church, Oxford. Here he received his bachelor of arts (B.A.) on 17 June 1613 and continued to get his master of arts (M.A.), on 20 June 1616. While involved with acting and writing plays at Christ Church, Goffe continued school. On 3 July 1623, he acquired his bachelor of divinity and became licensed to preach shortly after on 11 July 1623. Goffe was asked to be a rector of the church in East Clandon, Surrey after receiving his B.D., an offer worth about eight pounds a year. (1) However, Goffe began delivering Latin orations and writing poems in tribute to Sir Thomas Bodley and Queen Anne of Denmark as well as to the dean of Christ Church, William Godwin.	 was born in Essex in 1591. He first studied at 	yes
Boston Latin School	Edward Tuckerman	Tuckerman was the eldest son of a Boston merchant, also Edward Tuckerman, and Sophia (May) Tuckerman. He studied at Boston Latin School and then at his father's urging at Union College in Schenectady, which he entered as a sophomore and where he completed a BA in 1837 and to which he returned for his MA after taking a Law degree at Harvard in 1839, traveling in Germany and Scandinavia, and making the first of his botanical studies in the White Mountains. In 1846 he returned to Harvard as a senior (telling the President he intended to correct his father's error in breaking the family tradition), completed a second BA in 1847, then two or three years later entered the Divinity School and graduated from there in 1852.	, and Sophia (May) Tuckerman. He studied at 	yes
University of Iowa	Robert Wagner	Robert Wagner was the son of George Wagner who owned Atlantic Brewery in Rock Island. He received his education from the University of Iowa and the United States Brewers`` Academy in New York City. After completing he studies he worked as a foreman in his father's brewery before joining his father to manage the business. In 1892 the three breweries in Rock Island consolidated to form the Rock Island Brewing Company. Wagner served as its president for three decades. After Prohibition he entered banking and served as the president of American Trust and savings Bank and People's National Bank.	 was the son of George Wagner who owned Atlantic Brewery in Rock Island. He received his education from the 	no
Yale School of Drama	Gonzalo Rodriguez Risco	Gonzalo Rodriguez Risco (born 1972) is a Peruvian playwright and screenwriter. He is a graduate of Yale School of Drama, M.F.A. in Playwriting in 2009.	 (born 1972) is a Peruvian playwright and screenwriter. He is a graduate of 	no
University of Regina	David Herle	David Herle received his Bachelor of Arts from the University of Regina and was called to the Bar in Ontario after receiving his LLB from the University of Saskatchewan.	 received his Bachelor of Arts from the 	no
Pine Forest High School	Mike Johnson	Johnson attended Pine Forest High School in Pensacola, Florida, where he was an excellent student with a perfect 4.0 GPA and a 27 on the ACT exam. Considered a four-star recruit by Rivals.com, Johnson was listed as the No. 17 offensive tackle prospect in the nation. He was drafted 98th overall in the third round of the 2010 NFL Draft by the Atlanta Falcons. On June 19, the Atlanta Falcons signed Mike Johnson to a deal.	 in Pensacola, Florida, where he was an excellent student with a perfect 4.0 GPA and a 27 on the ACT exam. Considered a four-star recruit by Rivals.com, Johnson was listed as the No. 17 offensive tackle prospect in the nation. He was drafted 98th overall in the third round of the 2010 NFL Draft by the Atlanta Falcons. On June 19, the Atlanta Falcons signed 	yes
University of Luxembourg	Dimitrios Gontikas	Kostis Gontikas or Gondikas (Greek: Κωστής Γόντικας, b. 1934 in Athens, Greece) is a Greek politician. He was born in 1934 in Athens and was the son of Dimitrios Gontikas, a politician and president of the Greek parliament. He later studied at the Athens College and law at the University of Athens. He continued his studies at the University of Luxembourg. He was elected in 1974 and 1978 as MP of the Ilia Prefecture, later joining the New Democracy Party.	, a politician and president of the Greek parliament. He later studied at the Athens College and law at the University of Athens. He continued his studies at the 	yes
University of Wollongong	Melissa Hoar	Melissa Hoar is also an alumnus of the University of Wollongong.	 is also an alumnus of the 	no
Wichita State University	David Hickman	David Hickman received his B.M. degree at the University of Colorado in 1972. He continued graduate work at Wichita State University where he was a Graduate Trumpet Teaching Assistant for two years (M.M. - 1974). His primary teachers include Harry McNees, Frank Baird, and Walter Myers. He taught at the University of Illinois from 1974 to 1982 and since has been teaching at Arizona State University where he is a Regents' Professor of Music. He has been a member of the Saint Louis Brass Quintet (11 yrs.), Wichita Brass Quintet (2 yrs.), Illinois Brass Quintet (8 yrs.), Baroque Consort, Summit Brass, and the Illinois Contemporary Chamber Players.	 received his B.M. degree at the University of Colorado in 1972. He continued graduate work at 	no
Auckland Grammar School	Rajiv Sharma	Rajiv Sharma (10 June 1984 - ) is a New Zealand-born cricketer and current captain of the Oxford University cricket team. Both a right-handed batsman and right-arm medium-fast bowler, Sharma attended Auckland Grammar School before Oxford, and still plays for Auckland A team over the winter season.	 (10 June 1984 - ) is a New Zealand-born cricketer and current captain of the Oxford University cricket team. Both a right-handed batsman and right-arm medium-fast bowler, Sharma attended 	yes
Harvard University	Bartle Bull	Note: Bartle Bull's father is also named Bartle Bull (born 1939). The elder Bartle Bull, an American of British ancestry, is both an attorney and a novelist. He graduated A.B. from Harvard University, attended Oxford University for graduate studies and Harvard Law School. He is a member of both the Royal Geographical Society and the Explorers Club and practices law in New York City. The elder Bull's published fictional works include A Cafe on the Nile, China Star, The White Rhino Hotel, Shanghai Station, The Devil's Oasis and Safari: A Chronicle of Adventure. He is also a former publisher of The Village Voice.	's father is also named Bartle Bull (born 1939). The elder Bartle Bull, an American of British ancestry, is both an attorney and a novelist. He graduated A.B. from 	yes
College of Marin	Alan Cooper	Alan Cooper grew up in Marin County, California. He attended the College of Marin, studying architecture. As a way to pay for college, he learned programming and took on contract programming jobs. He left school to found one of the first microcomputer software companies.	 grew up in Marin County, California. He attended the 	yes
University of Hawaii	Keichi Kimura	Keichi Kimura (1914-1988) was a portrait painter and illustrator. He was born in Waiʻanae, Hawaiʻi in 1914. He attended the University of Hawaii, where he met fellow art student and future wife, Sueko. Keichi continued his education at Chouinard Art Institute (Los Angeles), Columbia University (New York City) and the Brooklyn Museum Art School (New York City). He first exhibited at the Honolulu Academy of Arts at 19 years of age. During the Second World War, he served with the 100th Battalion of the 442nd Regimental Combat Team in Italy and France, where he produced many drawings that were also exhibited at the Honolulu Academy of Arts. Keichi Kimura died in Honolulu in 1988.	 (1914-1988) was a portrait painter and illustrator. He was born in Waiʻanae, Hawaiʻi in 1914. He attended the 	yes
Montana State University	Irving Friedman	Irving Friedman (January 12, 1920 - June 28, 2005) was a U.S. Geological Survey (USGS) scientist and a pioneer in geochemistry. Born in New York City, New York, he obtained a B.S. degree in chemistry from Montana State University, a M.S. degree in chemistry from Washington State University, and a Ph.D. in geochemistry at the University of Chicago.	 (January 12, 1920 - June 28, 2005) was a U.S. Geological Survey (USGS) scientist and a pioneer in geochemistry. Born in New York City, New York, he obtained a B.S. degree in chemistry from 	no
University of Southern California	Ted Sullivan	Ted Sullivan (aka, Edward) is an American director/writer/producer/editor. He is a graduate of the University of Southern California Film Writing School. He wrote for daytime serials such as Guiding Light, As the World Turns and One Life to Live. He was nominated for both an Daytime Emmy Award and a Writers Guild of America Award.	 (aka, Edward) is an American director/writer/producer/editor. He is a graduate of the 	no
American Academy of Dramatic Arts	Elizabeth Bryan Allen	Born in Los Angeles, California, Elizabeth Montgomery was the child of actor Robert Montgomery and his wife, Broadway actress Elizabeth Bryan Allen. She had an older sister, Martha Bryan Montgomery, who died as an infant (named after her aunt Martha-Bryan Allen) and a brother, Robert Montgomery, Jr., who was born in 1936. After graduating from The Spence School, she attended the American Academy of Dramatic Arts for three years.	. She had an older sister, Martha Bryan Montgomery, who died as an infant (named after her aunt Martha-Bryan Allen) and a brother, Robert Montgomery, Jr., who was born in 1936. After graduating from The Spence School, she attended the 	yes
University of Minnesota	David R. Brink	David R. Brink (born 1919) is an American attorney and former President of the American Bar Association. A specialist in Estate planning, Brink graduated from the University of Minnesota and the University of Minnesota Law School before joining the Minnesota law firm of Dorsey & Whitney. While leading the ABA, Brink battled Congress in an attempt to secure the independence of the federal court system.	 (born 1919) is an American attorney and former President of the American Bar Association. A specialist in Estate planning, Brink graduated from the 	yes
Millsaps College	Paul Ramsey	Robert Paul Ramsey (December 10, 1913 -- February 29, 1988) was an American Christian ethicist of the 20th century. He was a Methodist and a native of Mississippi. He graduated from Millsaps College in Mississippi and Yale University.	 (December 10, 1913 -- February 29, 1988) was an American Christian ethicist of the 20th century. He was a Methodist and a native of Mississippi. He graduated from 	yes
House Un-American Activities Committee	Jerry Rubin	The House Un-American Activities Committee subpoenaed Jerry Rubin and Abbie Hoffman of the Yippies in 1967, and again in the aftermath of the 1968 Democratic National Convention. The Yippies used media attention to make a mockery of the proceedings: Rubin came to one session dressed as an American Revolutionary War soldier, and passed out copies of the United States Declaration of Independence to people in attendance. Then Rubin ``blew giant gum bubbles while his co-witnesses taunted the committee with Nazi salutes.'' Rubin also attended HUAC dressed as Santa Claus and a Viet Cong soldier. On another occasion, police stopped Hoffman at the building entrance and arrested him for wearing an American flag. Hoffman quipped for the press, ``I regret that I have but one shirt to give for my country,'' paraphrasing the last words of revolutionary patriot Nathan Hale; meanwhile Rubin, who was wearing a matching Viet Cong flag, shouted that the police were Communists for not arresting him also.	 subpoenaed 	yes
Nottingham High School	Wilfred Payton	Payton was born at Beeston, Nottinghamshire, the son of Wilfred Payton who also played for Nottinghamshire. He was educated at Nottingham High School and Emmanuel College, Cambridge. He made his debut for Nottinghamshire against Cambridge University in May 1935 when he made double figure scores. In 1937 he played for Cambridge following a top score of 74 in the Seniors' match . He opened with Paul Gibb, but he won his Blue as much for his keenness in the field as for his dogged batting. His contributions at the varsity match were 10 and 3.	 who also played for Nottinghamshire. He was educated at 	yes
University of South Carolina	Thomas Jefferson	Gosselin grew up in the Pacific Northwest. He was goalkeeper for Kentwood High School (Kent, Washington) as a freshman. He then attended Jefferson High School where he was the school's goalkeeper his sophomore year. Thomas Jefferson won the State Champion that year. He then transferred back to Kentwood High School his junior year where he was moved to forward and led the team in scoring as it finished fourth in the state tournament. After graduating from high school in 1987, he entered the University of South Carolina where he played on the men's soccer team from 1987 to 1990. This led to yet another position change, this time to defender. Was selected to the Soccer America all Freshman Team in 1987. NCAA Post Season Tournament 1987-1990. NCAA Final Four 1988.	 won the State Champion that year. He then transferred back to Kentwood High School his junior year where he was moved to forward and led the team in scoring as it finished fourth in the state tournament. After graduating from high school in 1987, he entered the 	yes
Winchester School of Art	Harry Pye	Harry Pye is an artist, writer and event organiser. He was born in London in 1973. He completed a foundation course at Camberwell School of Art in 1991. He then studied printmaking at Winchester School of Art from 1992 to 1995. In his second year he stopped painting and printmaking and began making films. His first films were interviews with artist and tutor Bruce McLean. He has interviewed many other artists such as The Chapman Brothers, Wolfgang Tillmans and Keith Tyson for various publications including The Face (magazine) and Untitled. He has also edited and published numerous art based fanzines of his own, most notably, ``Harry Pye's FRANK Magazine'' which ran from 1995 to 2000. Since 2005 Pye has written a column about the London art scene for the timeless Estonian newspaper, Epifanio (See: www.epifanio.eu)as well as being the editor of The Rebel magazine.	 is an artist, writer and event organiser. He was born in London in 1973. He completed a foundation course at Camberwell School of Art in 1991. He then studied printmaking at 	no
Hamilton Academy	David Henderson	Born in Glasgow on 23 July 1903, David Henderson subsequently attended the Hamilton Academy, described by Sir Tam Dalyell, former Father of the House of Commons, as ``a remarkable school'' with ``a formidable academic reputation.'' Matriculating at the University of Glasgow, reading agricultural bacteriology and enrolling at the West of Scotland Agricultural College, Henderson graduated in 1926, subsequently being appointed a lecturer in bacteriology at King's College, Durham University, where, in 1930, he was awarded an MSc degree for his work on anaerobic infection in lambs. In the same year he married his first wife, Beatrice Mary Davenport Abell, daughter of Sir Westcott Abell, K.B.E., the celebrated naval architect and surveyor, and Professor of Naval Architecture at Armstrong College, an affiliated college of the University of Durham. In 1931, awarded a Carnegie Research Fellowship, Henderson embarked on research at the Lister Institute of Preventative Medicine, London, and was subsequently awarded a Beit Memorial Research Fellowship for the years 1932-35. In 1934 Henderson was to be awarded a PhD from the University of London for his thesis, ''Studies on the spore-bearing anaerobes with experiments on active and passive immunity. ``	 subsequently attended the 	yes
Trinity College of Music	Howard Arman	Howard Arman studied at the Trinity College of Music. He first worked with leading British ensembles, but moved to Austria and Germany in 1981.	 studied at the 	yes
University of Hull	Matthew Green	Matthew Green is the technical director of the Turks and Caicos Islands Football Association since replacing Paul Crosbie in 2004. Green graduated from the University of Hull in 1995 with a BA in History. In 1998 he completed his PGCE and moved to the Bahamas to take up a teaching position at Temple Christian High School. Within a few years he turned the school into one of the major power houses in Bahamian football as his school programme soon became the most progressive and active in the country. His senior high girls team won the BAISS championship from 2001 until 2007 and were undefeated during this time. His boys team could not quite match this success as they lost in four championship finals during this time.	 is the technical director of the Turks and Caicos Islands Football Association since replacing Paul Crosbie in 2004. Green graduated from the 	yes
Whittier Christian High School	Jenna Johnson	Jenna Johnson (born September 11, 1967 in Santa Rosa, California) is a former competitive swimmer from the United States who won three Olympic medals at the 1984 Summer Olympics in Los Angeles, California: a gold medal in the 4x100m freestyle relay, a gold medal in the 4x100 medley relay, and a silver medal in the 100m butterfly. She attended and swam for Ursuline High School in Santa Rosa her freshman and sophomore years. She is an alumnus of Whittier Christian High School, where in 1984 she had the national record of :53.95 in the 100 yard butterfly and the D1 record of 23.07 in the 50 free. While living in Southern California, she trained at the Industry Hills Aquatic Club in the City of Industry, California.http://www.mtscmasters.com/jenna_johnson.htm She is also a graduate of Stanford University.	 (born September 11, 1967 in Santa Rosa, California) is a former competitive swimmer from the United States who won three Olympic medals at the 1984 Summer Olympics in Los Angeles, California: a gold medal in the 4x100m freestyle relay, a gold medal in the 4x100 medley relay, and a silver medal in the 100m butterfly. She attended and swam for Ursuline High School in Santa Rosa her freshman and sophomore years. She is an alumnus of 	yes
New York University	Robert Fowkes	Robert Fowkes was born in Harrison, New York. He received his B.A. in 1934 from New York University (NYU), with majors in German and Latin, and his M.A. from NYU a year later. He held a fellowship at the University of Bonn (1936--37). He received his Ph.D. in 1947 from Columbia University. Fowkes began teaching at NYU in 1938 as an instructor in German. He later became head of the German Department (1957--1968). He retired from NYU in 1978, but continued as Professor Emeritus, lecturing on Avestan, Old Irish, Gothic, Hittite, and other languages, until the 1990s. He also held a Guggenheim Fellowship in Welsh. During World War II he supervised technical research in German, Dutch, Danish, Swedish, Norwegian, French, Spanish, Portuguese, Russian and Japanese. Later, at NYU he taught Yiddish, Gothic, Old Saxon, Frisian, Old Norse, Scandinavian, Sanskrit as well as German. He was visiting professor of Celtic languages at Columbia University in 1947.	 was born in Harrison, New York. He received his B.A. in 1934 from 	no
Bangor High School	Edwin Young	Bangor-born Egyptologist Sarah Parcak of the University of Alabama was the first member of her discipline to experiment with satellite imaging, and was able to locate 132 undiscovered ancient Egyptian archaeological sites. An earlier archaeologist from Bangor, Henry Williamson Haynes, also did field-work in Egypt. William Witherle Lawrence (1876--1958) of Bangor became a Professor of English at Columbia University and a ground-breaking scholar of Beowulf and the works of Chaucer and Shakespeare. He was awarded the Royal Order of Vasa with the rank of knight by the King of Sweden. Charles Huntington Whitman (1873--1937) of Bangor was Chair of the English Dept. at Rutgers University for 27 years, and a noted scholar of Edmund Spenser. Hayford Peirce Sr., father of the science fiction author Hayford Peirce and brother of painter Waldo Peirce, was a noted scholar of Byzantine Art. Winfield Scott Chaplin (b. 1847), who grew up in Bangor, became professor of civil engineering at the Imperial University (now Tokyo University) in Japan, and was awarded the Imperial Order of Meiji. He was later appointed Dean of the Lawrence Scientific School at Harvard, and eventually Chancellor of Washington University in St. Louis William Otis Sawtelle (1874--1939), who was born in Bangor and taught at Bangor High School, later became a professor of physics at Haverford College and an amateur historian and naturalist. The William Otis Sawtelle Archives and Research Center at Acadia National Park houses his collection among many others. William E. Walz, the Dean of the University of Maine Law School, then in Bangor, was fired by the trustees in 1918 because ``his lectures were tinged with Pro-Germanism''. He was formerly professor of history at the Imperial College in Tokyo (now Tokyo University), and received the Order of the Rising Sun from the Japanese government. Edwin Young, who graduated from Bangor High School in 1935, became Dean of the College of Letters and Science at the University of Wisconsin and President of the University of Maine. He was an economist and expert on international labor relations.	, later became a professor of physics at Haverford College and an amateur historian and naturalist. The William Otis Sawtelle Archives and Research Center at Acadia National Park houses his collection among many others. William E. Walz, the Dean of the University of Maine Law School, then in Bangor, was fired by the trustees in 1918 because ``his lectures were tinged with Pro-Germanism''. He was formerly professor of history at the Imperial College in Tokyo (now Tokyo University), and received the Order of the Rising Sun from the Japanese government. 	yes
